0,1
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/i2i3_scoring/210908-images/_DSC8785.tif,4886c67d22c14e18198ef58cc8f54099
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/i2i3_scoring/210908-images/_DSC8786.tif,689d9aa19f8ceba08beb32f357e1b05c
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/i2i3_scoring/210908-images/_DSC8787.tif,04ffd6814c6de25bf5d71f57175ee48b
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/i2i3_scoring/210908-images/_DSC8788.tif,caf2ff16b6ddb86b5da1a32fd8724a02
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Data_link_test/211117-images/_DSC0175.tif,52c08a3c525e8b2d6e54e067fb995ade
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Data_link_test/211111-images/_DSC0138.tif,a44d9af0a8727a03c0bec1c0f36c2144
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Data_link_test/211111-images/_DSC0139.tif,611c46b241574e91e213bb72ab62f16f
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Data_link_test/211106-images/_DSC0024.tif,76283284578a47456a8ee8e813cdffb5
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Data_link_test/211106-images/_DSC0023.tif,4cf388b71dbdf78f2355a202b5ba2311
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/i2i3_scoring/210908-images/_DSC8785.tif,4886c67d22c14e18198ef58cc8f54099
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/i2i3_scoring/210908-images/_DSC8786.tif,689d9aa19f8ceba08beb32f357e1b05c
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/i2i3_scoring/210908-images/_DSC8787.tif,04ffd6814c6de25bf5d71f57175ee48b
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/i2i3_scoring/210908-images/_DSC8788.tif,caf2ff16b6ddb86b5da1a32fd8724a02
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/APB_DCF/_DSC9858.tif,f1726556588f26d54f14083c84f87dc4
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/APB_DCF/_DSC9859.tif,bb99960d875eeeadac6fc54b9fa5b7e4
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/APB_DCF/_DSC0170.tif,96b70eb097703bf5e3e079b75739859b
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/Rescored/APB_DCF/_DSC1648.tif,03fcb9a835feb4e9e75aeb915ff6e427
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/M1APB_D_C_F_scoring/21012022-images/_DSC1648.tif,03fcb9a835feb4e9e75aeb915ff6e427
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/M1APB_D_C_F_scoring/211117-images/_DSC0170.tif,96b70eb097703bf5e3e079b75739859b
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/M1APB_D_C_F_scoring/211028-images/_DSC9858.tif,f1726556588f26d54f14083c84f87dc4
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/M1APB_D_C_F_scoring/211028-images/_DSC9859.tif,bb99960d875eeeadac6fc54b9fa5b7e4
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/i2i3_scoring/210908-images/_DSC8785.tif,4886c67d22c14e18198ef58cc8f54099
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/i2i3_scoring/210908-images/_DSC8786.tif,689d9aa19f8ceba08beb32f357e1b05c
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/i2i3_scoring/210908-images/_DSC8787.tif,04ffd6814c6de25bf5d71f57175ee48b
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Raw_Data_Adam/New_data_from_Adam/i2i3_scoring/210908-images/_DSC8788.tif,caf2ff16b6ddb86b5da1a32fd8724a02
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/21-01-2022-images/_DSC1805.tif,f966be6fce8fbaabd506f1941618949d
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/21-01-2022-images/_DSC1804.tif,b7f4cd21898a782b25bf7104fbdfefb4
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/22-09-2021-images/_DSC9258.tif,7ca0f65f02822a1d177fd00c4ebbc40c
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/22-09-2021-images/_DSC9259.tif,31618178d84ec7f9de8209c466c4fcfb
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/22-09-2021-images/_DSC9260.tif,da660a4f69d8e3cfdfc7e31f208afbc9
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/22-09-2021-images/_DSC9261.tif,66b92b23aa1d60ecf93aa2cb8638a18d
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/26-01-2022-images/_DSC1646.tif,63f4ec30242d4081efbb2127558e2de2
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1R5_M1APB_D_scoring/26-01-2022-images/_DSC1647.tif,8667ee9e1c3c49704ba39ae70e274ce3
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211111-images/_DSC0138.tif,a44d9af0a8727a03c0bec1c0f36c2144
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211111-images/_DSC0139.tif,611c46b241574e91e213bb72ab62f16f
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211106-images/_DSC0023.tif,4cf388b71dbdf78f2355a202b5ba2311
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211106-images/_DSC0024.tif,76283284578a47456a8ee8e813cdffb5
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211106-images/_DSC0025-AVRPib.tif,2ef1739117c38409a1892625c2641a8e
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211028-images/_DSC9854.tif,b78e21cf2d825f59b7eb92a35b278d07
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211028-images/_DSC9856.tif,66da7eca605db26016bff689a59b223f
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211028-images/_DSC9857.tif,34d4477dccaa26a8272e67d6abc6cc17
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/M1RGA5_M1APB_APia_scoring/211117-images/_DSC0175.tif,52c08a3c525e8b2d6e54e067fb995ade
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0764.tif,f2c79b668c3a534abc619d3f6b689572
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0765.tif,204d5508192cba0b7aa351b23374afa6
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0766.tif,c2f0e73ca47495290cb619848cd51270
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0767.tif,ffd945659e7a96c1419ecdccb0a9df25
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0768.tif,7bd11af2175e4823c77cc969e67ac9d9
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0769.tif,1aac66f82dadddbe421fbd7531416f75
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0770.tif,02870460a6889dd53adca39232d0dd91
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/1/_DSC0771.tif,a1f3f730aa9c26095959e201773f2f5e
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3611.tif,c15e3eb466a8d61a348f82c399b2a8c1
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3612.tif,cce2ef3f82620206b3a868f9beacc25c
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3613.tif,38992620ff48f1331e0caa2dabb90239
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3614.tif,611b2277a171c7680b417225680b4fcc
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3615.tif,6d2ad692ffa9571475714750832a8beb
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3616.tif,60faa91663e2c33a839ded0b7c53fa7c
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3617.tif,57d93aa1deeadd9d032118f9f702f696
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Piik (DeltaHMA)/2/DSC_3618.tif,0d6b933ad3bf036c98a3e71f21b8dc33
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/MP/1/_DSC1014.TIF,2105a21c4985dce9b0ba4cc206a7ffca
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/MP/1/_DSC1015.TIF,f72d44014f308efb49ab107f7df7a8da
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/MP/2/_DSC1157.TIF,94f83576380782f95f125b7a9c4da40a
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/MP/2/_DSC1158.TIF,f70e32ffbd33393ebcf20968b6162c76
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/MP/3/_DSC1332.TIF,30f0ab962a15341a11816ea0586f7acc
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/MP/3/_DSC1333.TIF,5a57649c0f47bc5cda0b2f937a01f136
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/PM/1/_DSC1016.TIF,64cd5d8d4932869cd9c96b9feaab9816
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/PM/1/_DSC1017.TIF,10c9571d4cd6e8145f0e9de191d389d9
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/PM/2/_DSC1159.TIF,9fa42e2e485f9b9f166123012f6c358a
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/PM/2/_DSC1160.TIF,e7759ae3bd45f90124c7e74f70509793
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/PM/3/_DSC1334.TIF,76ff7c86b93736a160da45a29d310d79
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/A/HMAswap/PM/3/_DSC1335.TIF,3fd6993d3df863bc3664a449efe84b85
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9231.TIF,d408ebb11ff9e89a83274ba4ce761f11
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9232.TIF,9f2cd426348ff26cdb64e1950cbed0e8
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9233.TIF,0314e1f4dac851fa06c21a64d1658cc0
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9234.TIF,cad5a6263ab53330b857ba330bb19568
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9235.TIF,b3a6a29525e65e97104c53669cb464e6
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9236.TIF,809b53b5da25b08799bb7d9c82d8d177
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9237.TIF,401349c95ff16caf7a2cc0a4be62acf2
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9238.TIF,0bbecac84f44ce03bb1a6ab5ff318bf7
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9239.TIF,85cc5883c2e930bb80f237b023efa3ed
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9240.TIF,e99f0357453fe9e3c50b36c5351fa93e
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9241.TIF,ce1510d2d868f54e4414d59143c7fd30
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Beta/DSC_9242.TIF,65f8adce771a5efbbbeedbf7a50a223b
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/1/DSC_0103.TIF,376bd3c9083b1e4428eadd685aa23e36
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/1/DSC_0104.TIF,1988236f14bd13664cb5582ad37a5bac
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/2/DSC_0105.TIF,87b1e8fb261b5d7cf752cc5124f9ffe7
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/2/DSC_0106.TIF,494b651b8857d17c59d68cc94f6309f6
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/3/DSC_0107.TIF,71f5a91b06d792108a48c62b1ba8455c
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/3/DSC_0108.TIF,f796ec2ee6638b773a0b59c04e9b2244
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/4/DSC_0109.TIF,e4ee1f7c9a19ec4ae3b3c1c4b05a4bf1
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/4/DSC_0110.TIF,c40882cad4dfc45acd86d3bc3999b108
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/5/DSC_0111.TIF,f353d3031b61460f718fb9431d81adef
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/5/DSC_0112.TIF,ad22ef65dad780c9068ddea694d6ff39
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/6/DSC_0113.TIF,523370616b60a8a24395e6776142bc35
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/Repeat1/6/DSC_0114.TIF,55ae81fdbdada219b722662669747b19
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/1/DSC_0207.TIF,33f966ad2b1f92f02179be4b7dd9e797
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/1/DSC_0208.TIF,25c5ee593442ee7a400530061df534fe
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/2/DSC_0209.TIF,121206f781df3eafca45c55cbe739680
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/2/DSC_0210.TIF,61c989e7e915c592802e6a0f53ad5fe4
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/3/DSC_0211.TIF,76280266f4ddd14a3828b7f9b9b15cef
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/3/DSC_0212.TIF,bb4e5014fa34f7f05a9a1c944a5a712a
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/4/DSC_0213.TIF,6125d28e14c3e2839042bf91b5e69117
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/4/DSC_0214.TIF,6d5e7aa437f5e801a64157e7bb02f584
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/5/DSC_0215.TIF,99c7d47c7d0be9655388117eda61d337
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/5/DSC_0216.TIF,7f7a3d0e7db729d12a04f4608cdf108a
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/6/DSC_0217.TIF,5bb469fa3dcdb2c3a99aa47fb6b031c4
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Fig2_leaf_images/B/Chimeras/repeat2/6/DSC_0218.TIF,9e4afd7901540113239e29169ffb55d9